  -3.8401525797      1
  -3.7206193779      1
  -1.9933176061      1
  -1.9828364958      1
  -1.9369639031      1
  -1.9155244536      1
  -1.1997393734      1
  -1.1949496821      1
  -1.1127146534      1
  -1.0648394289      1
  -0.3972677658      1
  -0.3728206970      1
  -0.3243068365      1
  -0.2978866113      1
  -0.2101199412      1
  -0.1348525365      1
  -0.0831609186      1
  -0.0304419892      1
  -0.0136212878      1
   0.0480621607      1
   0.5729047878      1
   0.6132179718      1
   0.6447518034      1
   0.6838493453      1
   1.0625176531      1
   1.1404765608      1
   1.1601827029      1
   1.1775925787      1
   1.2443079785      1
   1.2639914175      1
   1.5414492519      1
   1.5510018897      1
   1.5760736701      1
   1.5819048473      1
   1.9915419505      1
   1.9963651667      1
   2.0109429815      1
   2.0149669331      1
   2.3525228460      1
   2.3946929787      1
   2.4047139704      1
   2.4077744326      1
   2.6281335437      1
   2.6544005004      1
   2.7096870499      1
   2.7405866704      1
   2.7732305754      1
   2.7857361744      1
   2.8170159756      1
   2.8266844471      1
   3.3979871629      1
   3.4499160494      1
   3.5878666369      1
   3.6486969702      1
   3.6810540723      1
   3.6935367196      1
   3.8436437884      1
   3.8789232178      1
   3.9151558752      1
   3.9419314416      1
   4.1413566759      1
   4.1597859927      1
   4.7205933575      1
   4.7305927634      1
   5.1283727953      1
   5.1648693270      1
   5.2137247885      1
   5.2385998902      1
   6.1160529749      1
   6.1593192624      1
  -3.6507170577      2
  -3.4410899585      2
  -1.7396103811      2
  -1.7233123972      2
  -1.7123129200      2
  -1.6975430009      2
  -0.9633586395      2
  -0.9609943549      2
  -0.9091276894      2
  -0.8121482620      2
  -0.1627156955      2
  -0.1600775789      2
  -0.0299120191      2
  -0.0278622166      2
   0.0389706355      2
   0.1064671875      2
   0.1378302406      2
   0.1554567050      2
   0.2408926111      2
   0.2553493634      2
   0.8090905801      2
   0.8155512808      2
   0.9314889111      2
   0.9361752538      2
   1.2416272751      2
   1.3713107229      2
   1.4344088366      2
   1.4556055284      2
   1.4691912111      2
   1.4919829009      2
   1.7656044486      2
   1.7663259215      2
   1.8021945116      2
   1.8043195930      2
   2.2209818121      2
   2.2477723240      2
   2.2487691072      2
   2.2761239618      2
   2.5617064064      2
   2.6505636278      2
   2.6848301441      2
   2.6887083956      2
   2.8559257773      2
   2.8646522143      2
   2.8905002036      2
   2.9077505168      2
   2.9862417752      2
   2.9892693837      2
   3.0700382139      2
   3.0745879524      2
   3.7091560332      2
   3.7150370511      2
   3.8620142497      2
   3.8797049209      2
   3.9410622726      2
   3.9626073848      2
   4.0277325886      2
   4.0524398261      2
   4.1195303542      2
   4.1398369234      2
   4.3383209053      2
   4.3438646237      2
   4.9949412504      2
   4.9966772911      2
   5.3663591596      2
   5.3822778788      2
   5.4003784763      2
   5.4209051115      2
   6.3179114850      2
   6.3909986477      2
  -4.0559053972      3
  -3.9588406419      3
  -2.2440871431      3
  -2.2319211732      3
  -2.1341067350      3
  -2.1201191165      3
  -1.4449509156      3
  -1.4229585900      3
  -1.3310525437      3
  -1.2896762006      3
  -0.6489409339      3
  -0.5913824461      3
  -0.5856101591      3
  -0.5259210556      3
  -0.3756163079      3
  -0.3121743930      3
  -0.2922688193      3
  -0.2802574574      3
  -0.2526666638      3
  -0.2165916840      3
   0.3761542949      3
   0.3957514181      3
   0.4370876355      3
   0.4528635959      3
   0.8245005766      3
   0.8825770064      3
   0.9089462244      3
   0.9238639500      3
   1.0728075926      3
   1.0892566426      3
   1.2985803739      3
   1.3009585089      3
   1.3273280766      3
   1.3291066113      3
   1.7790469684      3
   1.7829759273      3
   1.7921437900      3
   1.7992492085      3
   2.1320082979      3
   2.1725394889      3
   2.2161526766      3
   2.2392886143      3
   2.3603751880      3
   2.3817748637      3
   2.4695272334      3
   2.4902324196      3
   2.5519637043      3
   2.5637982684      3
   2.5933294704      3
   2.5983886312      3
   3.2239691735      3
   3.2482389891      3
   3.4016001680      3
   3.4480289685      3
   3.4540646097      3
   3.4773651017      3
   3.6011217955      3
   3.6256706774      3
   3.6487956445      3
   3.6806626404      3
   3.9042424316      3
   3.9316865866      3
   4.5296819671      3
   4.5307687922      3
   4.8626432616      3
   4.8828992590      3
   5.0076537406      3
   5.0255525545      3
   5.8923443285      3
   5.9244142107      3
  -3.7501647602      4
  -3.6853777827      4
  -1.9243666462      4
  -1.9001727856      4
  -1.8852654766      4
  -1.8729947665      4
  -1.1427284887      4
  -1.1368213132      4
  -1.0158968711      4
  -0.9847630881      4
  -0.2832116116      4
  -0.2749478229      4
  -0.2421323943      4
  -0.2344162229      4
